日期,星期,開盤,收盤,近月,遠月,小散戶,微散戶,結算近-散戶,主力,籌碼,信號,操作
2025/11/26,三,27188,27329,1915,-1287,9619.0,4549.0,-7704,-14811.5,43137.0,⬇️空方 ⚠️危險,觀望
2025/11/27,四,27518,27583,7414,4247,4596.0,-2009.0,2818,-463.5,12977.0,⬇️空方 ⚠️危險,觀望
2025/11/28,五,27590,27744,5645,3658,3984.0,-6063.0,1661,3908.0,78906.5,↗️弱多,觀望
2025/12/01,一,27650,27404,-4945,-6324,10632.0,12585.0,-15577,-26379.0,22595.0,⬇️空方 ⚠️危險,觀望
2025/12/02,二,27674,27561,-9611,-11250,9955.0,6736.0,-19566,-22316.0,12246.5,⬇️空方 ⚠️危險,觀望
2025/12/03,三,27808,27758,-11710,-14756,9376.0,4397.0,-21086,-21151.0,-6339.5,🔴翻空,觀望
2025/12/04,四,27841,27799,-12906,-14711,9937.0,5553.0,-22843,-22845.5,-22382.0,⬇️空方 ⚠️危險,觀望
2025/12/05,五,27792,28016,-11209,-13684,4463.0,-4436.0,-15672,-6869.0,-10777.0,⬇️空方 ⚠️危險,觀望
2025/12/08,一,28054,28286,-14104,-16502,4494.0,-9381.0,-18598,-3364.0,23015.0,⬇️空方 ⚠️危險,觀望
2025/12/09,二,28350,28220,-18943,-21135,11139.0,1804.0,-30082,-23510.5,-1194.5,⬇️空方 ⚠️危險,觀望
2025/12/10,三,28279,28398,-17972,-21175,6893.0,-8828.0,-24865,-8652.5,12498.5,⬇️空方 ⚠️危險,觀望
2025/12/11,四,28600,28110,-24803,-27201,15026.0,12875.0,-39829,-41501.5,-18656.0,⬇️空方 ⚠️危險,觀望
2025/12/12,五,28266,28292,-21628,-22670,11088.0,5731.0,-32716,-28154.0,-21285.0,⬇️空方 ⚠️危險,觀望
2025/12/15,一,27834,27907,-30847,-37201,16404.0,20536.0,-47251,-55540.5,-52176.5,⬇️空方 ⚠️危險,觀望
2025/12/16,二,27630,27624,-17273,-25766,18735.0,33099.0,-36008,-64717.0,-41206.5,⬇️空方 ⚠️危險,觀望
2025/12/17,三,27625,27483,-21942,-20636,15195.0,24081.0,-37137,-49594.0,-40941.5,⬇️空方 ⚠️危險,觀望
2025/12/18,四,27500,27591,-21240,-21758,12274.0,31348.0,-33514,-54501.0,-12999.5,⬇️空方 ⚠️危險,觀望
2025/12/19,五,27800,27894,-2406,-3234,9848.0,9349.0,-12254,-20814.0,7340.0,⬇️空方 ⚠️危險,觀望
2025/12/22,一,28256,28341,-2691,-3548,6841.0,-2466.0,-9532,-6149.0,49391.5,⬇️空方 ⚠️危險,觀望
2025/12/23,二,28392,28413,4021,5350,6266.0,-3823.0,-2245,232.0,64949.0,↗️弱多,觀望
2025/12/24,三,28565,28472,7860,7114,8869.0,-2907.0,-1009,-2405.0,47189.0,⬇️空方 ⚠️危險,觀望
2025/12/26,五,28595,28673,13102,10129,6760.0,-13194.0,6342,11498.5,65999.5,🟢翻多,👉 隔天進場
2025/12/29,一,28749,28950,14784,10813,5001.0,-19292.0,9783,19697.5,40511.5,⬆️多方,續抱
2025/12/30,二,28777,28881,-5017,-7337,10384.0,-6974.0,-15401,-7078.5,-929.5,⬇️空方 ⚠️危險,續抱
2025/12/31,三,28842,29016,606,-1285,5503.0,-16867.0,-4897,10721.5,10489.5,🟢翻多,續抱
2026/01/02,五,29047,29473,3709,1871,562.0,-29912.0,3147,30285.5,32690.5,⬆️多方,續抱
2026/01/05,一,29888,30313,951,1376,1710.0,-29005.0,-759,27983.0,16484.5,⬆️多方,續抱
2026/01/06,二,30271,30617,-7244,-6487,5970.0,-24119.0,-13214,14905.5,-4792.0,⬆️多方,續抱
2026/01/07,三,30609,30516,-7461,-6550,8466.0,-16145.0,-15927,4404.0,11482.5,↗️弱多,續抱
2026/01/08,四,30362,30458,-2248,-3008,5395.0,-19235.0,-7643,12336.0,1614.5,🟢翻多,續抱
2026/01/09,五,30450,30456,-4352,-5838,6102.0,-17927.0,-10454,8906.0,-21379.5,⬆️多方,續抱
2026/01/12,一,30717,30701,-2587,-4295,7283.0,-18173.0,-9870,8742.5,-19240.5,⬆️多方,續抱
2026/01/13,二,31067,30874,-10735,-10733,10025.0,-12284.0,-20760,-3107.5,-18013.0,⬇️空方 ⚠️危險,續抱
2026/01/14,三,31000,30982,-26965,-26799,12535.0,-11881.0,-39500,-14053.5,-18457.5,⬇️空方 ⚠️危險,續抱
2026/01/15,四,30831,31050,-25794,-28544,9667.0,-11621.0,-35461,-12318.0,-24654.0,🔴翻空,👉 隔天出場
2026/01/16,五,31382,31474,-25949,-23826,7807.0,-20386.0,-33756,666.0,-8240.0,↗️弱多,觀望
2026/01/19,一,31272,31669,-32430,-16263,6735.0,-20889.0,-39165,6022.5,-2720.0,🟢翻多,👉 隔天進場
2026/01/20,二,31481,31672,-30098,-9542,7907.0,-18281.0,-38005,5603.0,8710.5,⬆️多方,續抱
2026/01/21,三,31296,31245,6270,2795,8133.0,-3687.0,-1863,-3048.5,11005.0,⬇️空方 ⚠️危險,續抱
2026/01/22,四,31876,31857,7086,5350,5257.0,-15070.0,1829,12488.0,24806.0,🟢翻多,續抱
2026/01/23,五,31995,32153,16165,11605,1054.0,-19475.0,15111,24223.5,23557.5,⬆️多方,續抱
2026/01/26,一,32128,32144,14853,9336,5593.0,-13165.0,9260,12240.0,6217.5,⬆️多方,續抱
2026/01/27,二,32313,32509,14292,11068,2966.0,-22071.0,11326,24639.0,19036.0,⬆️多方,續抱
2026/01/28,三,32758,32927,13029,7835,5097.0,-17744.0,7932,16564.5,19613.0,⬆️多方,續抱
2026/01/29,四,33014,32777,2496,-4167,13825.0,2710.0,-11329,-18618.5,-31106.5,⬇️空方 ⚠️危險,續抱
2026/01/30,五,32456,32247,-2895,-10293,17319.0,10809.0,-20214,-33274.5,-57498.0,⬇️空方 ⚠️危險,續抱
2026/02/02,一,31888,31610,14881,7064,14663.0,15346.0,218,-26477.0,-38717.0,🔴翻空,👉 隔天出場
2026/02/03,二,32386,32261,20542,12304,12343.0,5712.0,8199,-11903.0,-36542.0,⬇️空方 ⚠️危險,觀望
2026/02/04,三,32110,32423,22013,11010,10608.0,1992.0,11405,-7095.0,-23659.5,⬇️空方 ⚠️危險,觀望
2026/02/05,四,31970,31907,22500,12166,17690.0,18236.0,4810,-29843.0,-11224.5,⬇️空方 ⚠️危險,觀望
2026/02/06,五,31458,31807,20569,10294,13279.0,9255.0,7290,-17387.0,15887.5,⬇️空方 ⚠️危險,觀望
2026/02/09,一,32824,32651,17339,19235,12156.0,-5471.0,5183,2932.5,29409.5,↗️弱多,觀望
2026/02/10,二,32906,33307,-2273,13921,9272.0,-14018.0,-11545,11706.5,23609.5,🟢翻多,👉 隔天進場
2026/02/11,三,33349,33691,1271,12246,10237.0,-10400.0,-8966,6286.0,13381.0,⬆️多方,續抱
2026/02/23,一,34269,33840,5916,4485,8859.0,217.0,-2943,-6833.5,23009.5,⬇️空方 ⚠️危險,續抱
2026/02/24,二,34125,34827,17952,16000,4124.0,-14917.0,13828,18793.0,36180.0,🟢翻多,續抱
2026/02/25,三,35243,35490,6260,3523,8974.0,-6872.0,-2714,-340.5,-3273.0,⬇️空方 ⚠️危險,續抱
2026/02/26,四,35522,35604,9336,6471,8560.0,-6344.0,776,1019.5,-10687.0,↗️弱多,續抱
2026/03/02,一,34744,35232,1167,-1894,8572.0,6891.0,-7405,-16410.0,-22696.0,⬇️空方 ⚠️危險,續抱
2026/03/03,二,35018,34325,4084,-172,14854.0,27137.0,-10770,-42077.0,-35243.5,⬇️空方 ⚠️危險,續抱
2026/03/04,三,33461,32834,-6723,-11464,19066.0,41082.0,-25789,-65880.0,-84673.0,🔴翻空,👉 隔天出場
2026/03/05,四,33911,33639,6066,-3886,13282.0,22839.0,-7216,-38064.0,-37723.5,⬇️空方 ⚠️危險,觀望
2026/03/06,五,33360,33704,11980,-317,11648.0,21811.0,332,-33617.5,-34637.0,⬇️空方 ⚠️危險,觀望
2026/03/09,一,31730,31786,171,638,12637.0,33465.0,-12466,-45783.0,-29373.0,⬇️空方 ⚠️危險,觀望
2026/03/10,二,33242,32696,19558,14021,12830.0,21955.0,6728,-27774.5,14302.5,⬇️空方 ⚠️危險,觀望
2026/03/11,三,33341,33985,18616,10724,10165.0,4036.0,8451,-8839.0,57041.0,⬇️空方 ⚠️危險,觀望
2026/03/12,四,33678,33530,5754,-3208,15857.0,24646.0,-10103,-42107.0,-4043.0,⬇️空方 ⚠️危險,觀望
2026/03/13,五,32664,33315,6041,-2586,14427.0,19026.0,-8386,-34746.0,-1128.5,⬇️空方 ⚠️危險,觀望
2026/03/16,一,33460,33250,3126,3396,15456.0,20210.0,-12330,-33968.0,11815.0,⬇️空方 ⚠️危險,觀望
2026/03/17,二,33616,33795,-729,3483,11753.0,6513.0,-12482,-16524.5,11250.0,⬇️空方 ⚠️危險,觀望
2026/03/18,三,34266,34263,4707,3345,436.0,1283.0,4271,-46.5,8792.5,⬇️空方 ⚠️危險,觀望
2026/03/19,四,33898,33553,-5360,-10303,6070.0,35868.0,-11430,-47089.5,-4982.5,⬇️空方 ⚠️危險,觀望
